醫事機構名稱
義大醫療財團法人義大大昌醫院
天主教聖功醫療財團法人聖功醫院
國泰醫療財團法人新竹國泰綜合醫院
仁愛醫療財團法人台中仁愛醫院
長庚醫療財團法人桃園長庚紀念醫院
天主教仁慈醫療財團法人仁慈醫院
宜蘭仁愛醫療財團法人宜蘭仁愛醫院
天主教靈醫會醫療財團法人礁溪杏和醫院
宜蘭員山醫療財團法人宜蘭員山醫院
彰化基督教醫療財團法人漢銘基督教醫院
彰化基督教醫療財團法人鹿港基督教醫院
彰化基督教醫療財團法人鹿東基督教醫院
彰化基督教醫療財團法人員林基督教醫院
彰化基督教醫療財團法人二林基督教醫院
彰化基督教醫療財團法人南投基督教醫院
佛教慈濟醫療財團法人斗六慈濟醫院
天主教中華道明修女會醫療財團法人天主教福安醫院
天主教若瑟醫療財團法人若瑟醫院
彰化基督教醫療財團法人雲林基督教醫院
長庚醫療財團法人雲林長庚紀念醫院
高雄市立鳳山醫院（委託長庚醫療財團法人經營）
恆基醫療財團法人恆春基督教醫院
佑青醫療財團法人佑青醫院
迦樂醫療財團法人迦樂醫院
天主教靈醫會醫療財團法人惠民醫院
佛教慈濟醫療財團法人玉里慈濟醫院
臺灣基督教門諾會醫療財團法人門諾醫院壽豐分院
東基醫療財團法人台東基督教醫院
天主教花蓮教區醫療財團法人台東聖母醫院
佛教慈濟醫療財團法人關山慈濟醫院
信義醫療財團法人高雄基督教醫院
天主教耕莘醫療財團法人永和耕莘醫院
中國醫藥大學附設醫院臺北分院
亞洲大學附屬醫院豐中分院
臺中市立老人復健綜合醫院(委託財團法人中國醫藥大學興建經營)
財團法人私立高雄醫學大學附設高醫岡山醫院
高雄市立旗津醫院（委託財團法人私立高雄醫學大學經營）
中國醫藥大學附設醫院台中東區分院
中山醫學大學附設醫院中興分院
中國醫藥大學新竹附設醫院
中國醫藥大學附設醫院豐原分院
財團法人台灣省私立台北仁濟院附設仁濟醫院
同仁院醫療財團法人萬華醫院
醫療財團法人臺灣區煤礦業基金會臺灣礦工醫院
財團法人台灣省私立桃園仁愛之家附設新竹新生醫院
財團法人台灣省私立台中仁愛之家附設靜和醫院
財團法人台灣省私立台北仁濟院附設新莊仁濟醫院
財團法人臺灣省私立桃園仁愛之家附設苗栗新生醫院
東勢區農會附設農民醫院
財團法人台灣省私立台南仁愛之家附設仁馨醫院
博仁綜合醫院
培靈醫院
秀傳醫院
協和婦女醫院
泰安醫院
景美醫院
正大醫院
馨蕙馨醫院
柏仁醫院
健仁醫院
顏威裕醫院
長春醫院
右昌聯合醫院
德謙醫院
祐生醫院
文雄醫院
謝外科醫院
四季台安醫院
蕭志文醫院
靜和醫院
原祿骨科醫院
惠仁醫院
新華醫院
健新醫院
邱外科醫院
吳昆哲婦產小兒科醫院
安泰醫院
戴銘浚醫院
杏豐醫院
漢忠醫院
惠盛醫院
順安醫院
美德醫院
長安醫院
新太平澄清醫院
霧峰澄清醫院
宏恩醫院龍安分院
臺安醫院雙十分院
澄清復健醫院
茂盛醫院
定國骨科醫院
君銓骨科醫院
璟馨婦幼醫院
大安婦幼醫院
陳澤彥婦產科醫院
新高鳳醫院
澄清國際眼科醫院
杏永醫院
生安婦產小兒科醫院
博愛蕙馨醫院
維馨乳房外科醫院
鈞安婦幼聯合醫院
博田國際醫院
金安心醫院
高大美杏生醫院
新高醫院
七賢脊椎外科醫院
忠孝泌尿專科醫院
中正脊椎骨科醫院
上琳醫院
活力得中山脊椎外科醫院
重仁骨科醫院
中正脊椎骨科醫院
瑞祥醫院
新正薪醫院
新昆明醫院
南光神經精神科醫院
暘基醫院
南門綜合醫院
新中興醫院
第一醫院
台新醫院
臺安醫院
林森醫院
宏恩醫院
新亞東婦產科醫院
勝美醫院
友仁醫院
聯安醫院
全民醫院
博愛外科醫院
洪外科醫院
郭綜合醫院
志誠醫院
開元寺慈愛醫院
永川醫院
永和醫院
仁村醫院
建興醫院
陽明醫院
盧亞人醫院
世華醫院
安心醫院
板新醫院
蕭中正醫院
板橋中興醫院
板橋國泰醫院
宏仁醫院
三重中興醫院
祐民醫院
全民醫院
宏仁醫院
永和復康醫院
中祥醫院
蕙生醫院
怡和醫院
同仁醫院
宏慈療養院
豐榮醫院
新北仁康醫院
大順醫院
益民醫院
新泰綜合醫院
祥顥醫院
仁愛醫院
清福醫院
泓安醫院
瑞芳礦工醫院
廣川醫院
仁安醫院
元復醫院
恩樺醫院
全民醫院
台安醫院
台安醫院
振生醫院
聯新國際醫院桃新分院
德仁醫院
桃園秉坤婦幼醫院
祐民醫院
承安醫院
中壢長榮醫院
華揚醫院
長慎醫院
懷寧醫院
中美醫院
天祥醫院
天成醫院
怡仁綜合醫院
居善醫院
大園敏盛醫院
大明醫院
龍潭敏盛醫院
新永和醫院
陽明醫院
宋俊宏婦幼醫院
秉坤婦幼醫院
林醫院
竹信醫院
大安醫院
新仁醫院
協和醫院
大千綜合醫院
通霄光田醫院
慈祐醫院
大眾醫院
重光醫院
崇仁醫院
大順醫院
豐安醫院
新惠生醫院
祥恩醫院
陽光精神科醫院
清濱醫院
明德醫院
忠港醫院
清泉醫院
清海醫院
烏日澄清醫院
本堂澄清醫院
賢德醫院
達明眼科醫院
新菩提醫院
信生醫院
冠華醫院
成美醫院
順安醫院
南星醫院
卓醫院
員林何醫院
敦仁醫院
皓生醫院
常春醫院
道安醫院
仁和醫院
宋志懿醫院
伸港忠孝醫院
員林郭醫院大村分院
曾漢棋綜合醫院
惠和醫院
東華醫院
洪揚醫院
安生醫院
育仁醫院
蔡醫院
全生醫院
諸元內科醫院
北港仁一醫院
營新醫院
信一骨科醫院
新生醫院
宏科醫院
大東醫院
優生婦產科醫院
惠德醫院
新上琳醫院
杏和醫院
劉嘉修醫院
光雄長安醫院
樂安醫院
惠川醫院
重安醫院
溪洲醫院
三聖醫院
建佑醫院
霖園醫院
樂生婦幼醫院
瑞生醫院
泰和醫院
溫賀睿和醫院
高新醫院
國仁醫院
民眾醫院
茂隆骨科醫院
大新醫院
德威國際牙醫口腔醫院
高雄市立聯合醫院
高雄市立大同醫院（委託財團法人私立高雄醫學大學經營)
高雄市立凱旋醫院
高雄市立大同醫院
衛生福利部基隆醫院
衛生福利部臺中醫院
衛生福利部臺南醫院
新北市立聯合醫院
衛生福利部臺北醫院
衛生福利部八里療養院
衛生福利部桃園醫院
衛生福利部桃園療養院
衛生福利部苗栗醫院
衛生福利部豐原醫院
衛生福利部彰化醫院
衛生福利部南投醫院
衛生福利部草屯療養院
衛生福利部嘉南療養院
衛生福利部旗山醫院
衛生福利部屏東醫院
國立臺灣大學醫學院附設醫院癌醫中心分院
國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院
國立陽明交通大學附設醫院
國立臺灣大學醫學院附設醫院雲林分院
三軍總醫院松山分院附設民眾診療服務處
三軍總醫院北投分院附設民眾診療服務處
國軍左營總醫院附設民眾診療服務處
國軍高雄總醫院附設民眾診療服務處
國軍桃園總醫院附設民眾診療服務處
國軍臺中總醫院附設民眾診療服務處
國軍花蓮總醫院附設民眾診療服務處
臺中榮民總醫院嘉義分院
臺北榮民總醫院桃園分院
屏東榮民總醫院
阮綜合醫療社團法人阮綜合醫院
台南市立醫院(委託秀傳醫療社團法人經營)
林新醫療社團法人林新醫院
天成醫療社團法人天晟醫院
東元醫療社團法人東元綜合醫院
李綜合醫療社團法人大甲李綜合醫院
光田醫療社團法人光田綜合醫院
童綜合醫療社團法人童綜合醫院
秀傳醫療社團法人秀傳紀念醫院
寶建醫療社團法人寶建醫院
基督復臨安息日會醫療財團法人臺安醫院
振興醫療財團法人振興醫院
醫療財團法人辜公亮基金會和信治癌中心醫院
高雄市立小港醫院（委託財團法人私立高雄醫學大學經營）
義大醫療財團法人義大癌治療醫院
長庚醫療財團法人基隆長庚紀念醫院
台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院
新竹市立馬偕兒童醫院(委託台灣基督長老教會馬偕醫療財團法人興
台灣基督長老教會新樓醫療財團法人台南新樓醫院
戴德森醫療財團法人嘉義基督教醫院
天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院
行天宮醫療志業醫療財團法人恩主公醫院
國泰醫療財團法人汐止國泰綜合醫院
新北市立土城醫院（委託長庚醫療財團法人興建經營）
沙爾德聖保祿修女會醫療財團法人聖保祿醫院
醫療財團法人羅許基金會羅東博愛醫院
天主教靈醫會醫療財團法人羅東聖母醫院
為恭醫療財團法人為恭紀念醫院
佛教慈濟醫療財團法人台中慈濟醫院
仁愛醫療財團法人大里仁愛醫院
秀傳醫療財團法人彰濱秀傳紀念醫院
埔基醫療財團法人埔里基督教醫院
長庚醫療財團法人嘉義長庚紀念醫院
佛教慈濟醫療財團法人大林慈濟醫院
奇美醫療財團法人柳營奇美醫院
屏基醫療財團法人屏東基督教醫院
臺灣基督教門諾會醫療財團法人門諾醫院
台灣基督長老教會馬偕醫療財團法人台東馬偕紀念醫院
天主教耕莘醫療財團法人耕莘醫院
臺北醫學大學附設醫院
亞洲大學附屬醫院
臺南市立安南醫院-委託中國醫藥大學興建經營
輔仁大學學校財團法人輔仁大學附設醫院
中國醫藥大學北港附設醫院
輔英科技大學附設醫院
財團法人台灣省私立高雄仁愛之家附設慈惠醫院
澄清綜合醫院
澄清綜合醫院中港分院
敏盛綜合醫院
聯新國際醫院
高雄市立中醫醫院
佛教慈濟醫療財團法人三義慈濟中醫醫院
南山醫院
新莊英仁醫院
名恩療養院
仁祥醫院
建元醫院
美德中醫醫院
天心中醫醫院
臺北市立聯合醫院附設松山門診部
臺北市立聯合醫院附設大安門診部
臺北市立聯合醫院附設大同門診部
臺北市立聯合醫院附設中山門診部
臺北市立聯合醫院附設內湖門診部
臺北市立聯合醫院附設南港門診部
臺北市立聯合醫院附設士林門診部
臺北市立聯合醫院附設北投門診部
臺北市立聯合醫院附設信義門診部
臺北市立聯合醫院附設中正門診部
臺北市立聯合醫院附設萬華門診部
臺北市立聯合醫院附設政大門診部
基隆市立慢性病防治所
南投縣慢性病防治所
嘉義縣立慢性病防治所
花蓮縣身心健康及成癮防治所
臺中市中西區衛生所
基隆市中正區衛生所
基隆市七堵區衛生所
基隆市暖暖區衛生所
基隆市仁愛區衛生所
基隆市中山區衛生所
基隆市安樂區衛生所
基隆市信義區衛生所
新竹市東區衛生所
新竹市北區衛生所
新竹市香山衛生所
臺中市東區衛生所
臺中市南區衛生所
臺中市北區衛生所
臺中市西屯區衛生所
臺中市南屯區衛生所
臺中市北屯區軍功衛生所
台中市北屯區四民衛生所
臺南市東區衛生所
臺南市南區衛生所
臺南市中西區衛生所
臺南巿北區衛生所
台南市安南區衛生所
台南市安平區衛生所
嘉義市東區衛生所
嘉義市西區衛生所
新北市板橋區衛生所
新北市三重區衛生所
新北市永和區衛生所
新北市中和區衛生所
新北市新店區衛生所
新北市新莊區衛生所
新北市樹林區衛生所
新北市鶯歌區衛生所
新北市三峽區衛生所
新北市淡水區衛生所
新北市汐止區衛生所
新北市瑞芳區衛生所
新北市土城區衛生所
新北市蘆洲區衛生所
新北市五股區衛生所
新北市泰山區衛生所
新北市林口區衛生所
新北市深坑區衛生所
新北市石碇區衛生所
新北市坪林區衛生所
新北市三芝區衛生所
新北市石門區衛生所
新北市八里區衛生所
新北市平溪區衛生所
新北市雙溪區衛生所
新北市貢寮區衛生所
新北市金山區衛生所
新北市萬里區衛生所
新北市烏來區衛生所
桃園市桃園區衛生所
桃園市中壢區衛生所
桃園市大溪區衛生所
桃園市楊梅區衛生所
桃園市蘆竹區衛生所
桃園市大園區衛生所
桃園市龜山區衛生所
桃園市八德區衛生所
桃園市婦幼衛生所
桃園市龍潭區衛生所
桃園市平鎮區衛生所
桃園市新屋區衛生所
桃園市觀音區衛生所
桃園市復興區衛生所
新竹縣關西鎮衛生所
新竹縣新埔鎮衛生所
新竹縣竹東鎮衛生所
新竹縣竹北市衛生所
新竹縣湖口鄉衛生所
新竹縣橫山鄉衛生所
新竹縣新豐鄉衛生所
新竹縣芎林鄉衛生所
新竹縣寶山鄉衛生所
新竹縣北埔鄉衛生所
新竹縣峨眉鄉衛生所
新竹縣尖石鄉衛生所
新竹縣五峰鄉衛生所
宜蘭縣宜蘭市衛生所
宜蘭縣羅東鎮衛生所
宜蘭縣蘇澳鎮衛生所
宜蘭縣頭城鎮衛生所
宜蘭縣礁溪鄉衛生所
宜蘭縣壯圍鄉衛生所
宜蘭縣員山鄉衛生所
宜蘭縣冬山鄉衛生所
宜蘭縣五結鄉衛生所
宜蘭縣三星鄉衛生所
宜蘭縣大同鄉衛生所
宜蘭縣南澳鄉衛生所
苗栗縣苗栗市衛生所
苗栗縣苑裡鎮衛生所
苗栗縣通霄鎮衛生所
苗栗縣竹南鎮衛生所
苗栗縣頭份市衛生所
苗栗縣後龍鎮衛生所
苗栗縣卓蘭鎮衛生所
苗栗縣大湖鄉衛生所
苗栗縣公館鄉衛生所
苗栗縣銅鑼鄉衛生所
苗栗縣南庄鄉衛生所
苗栗縣頭屋鄉衛生所
苗栗縣三義鄉衛生所
苗栗縣西湖鄉衛生所
苗栗縣造橋鄉衛生所
苗栗縣三灣鄉衛生所
苗栗縣獅潭鄉衛生所
苗栗縣泰安鄉衛生所
臺中市豐原區衛生所
臺中市東勢區衛生所
臺中市大甲區衛生所
臺中市清水區衛生所
臺中市沙鹿區衛生所
臺中市梧棲區衛生所
臺中市后里區衛生所
臺中市神岡區衛生所
臺中市潭子區衛生所
臺中市大雅區衛生所
臺中市新社區衛生所
臺中市石岡區衛生所
臺中市外埔區衛生所
臺中市大安區衛生所
臺中市烏日區衛生所
臺中市大肚區衛生所
臺中市龍井區衛生所
臺中市霧峰區衛生所
臺中市太平區衛生所
臺中市大里區衛生所
臺中市和平區衛生所
臺中市和平區梨山衛生所
彰化縣彰化市南西北區衛生所
彰化縣彰化市東區衛生所
彰化縣鹿港鎮衛生所
彰化縣和美鎮衛生所
彰化縣北斗鎮衛生所
彰化縣員林市衛生所
彰化縣溪湖鎮衛生所
彰化縣田中鎮衛生所
彰化縣二林鎮衛生所
彰化縣線西鄉衛生所
彰化縣伸港鄉衛生所
彰化縣福興鄉衛生所
彰化縣秀水鄉衛生所
彰化縣花壇鄉衛生所
彰化縣芬園鄉衛生所
彰化縣大村鄉衛生所
彰化縣埔鹽鄉衛生所
彰化縣埔心鄉衛生所
彰化縣永靖鄉衛生所
彰化縣社頭鄉衛生所
彰化縣二水鄉衛生所
彰化縣田尾鄉衛生所
彰化縣埤頭鄉衛生所
彰化縣芳苑鄉衛生所
彰化縣大城鄉衛生所
彰化縣竹塘鄉衛生所
彰化縣溪州鄉衛生所
南投縣南投市衛生所
南投縣埔里鎮衛生所
南投縣草屯鎮衛生所
南投縣竹山鎮衛生所
南投縣集集鎮衛生所
南投縣名間鄉衛生所
南投縣鹿谷鄉衛生所
南投縣中寮鄉衛生所
南投縣魚池鄉衛生所
南投縣國姓鄉衛生所
南投縣水里鄉衛生所
南投縣信義鄉衛生所
南投縣仁愛鄉衛生所
雲林縣斗六市衛生所
雲林縣斗南鎮衛生所
雲林縣虎尾鎮衛生所
雲林縣西螺鎮衛生所
雲林縣土庫鎮衛生所
雲林縣北港鎮衛生所
雲林縣古坑鄉衛生所
雲林縣大埤鄉衛生所
雲林縣莿桐鄉衛生所
雲林縣林內鄉衛生所
雲林縣二崙鄉衛生所
雲林縣崙背鄉衛生所
雲林縣麥寮鄉衛生所
雲林縣東勢鄉衛生所
雲林縣褒忠鄉衛生所
雲林縣臺西鄉衛生所
雲林縣元長鄉衛生所
雲林縣四湖鄉衛生所
雲林縣口湖鄉衛生所
雲林縣水林鄉衛生所
嘉義縣朴子市衛生所
嘉義縣布袋鎮衛生所
嘉義縣大林鎮衛生所
嘉義縣民雄鄉衛生所
嘉義縣溪口鄉衛生所
嘉義縣新港鄉衛生所
嘉義縣六腳鄉衛生所
嘉義縣東石鄉衛生所
嘉義縣義竹鄉衛生所
嘉義縣鹿草鄉衛生所
嘉義縣太保市衛生所
嘉義縣水上鄉衛生所
嘉義縣中埔鄉衛生所
嘉義縣竹崎鄉衛生所
嘉義縣梅山鄉衛生所
嘉義縣番路鄉衛生所
嘉義縣大埔鄉衛生所
嘉義縣阿里山鄉衛生所
臺南市新營區衛生所
臺南市鹽水區衛生所
臺南市白河區衛生所
臺南市麻豆區衛生所
臺南市佳里區衛生所
臺南市新化區衛生所
臺南市善化區衛生所
臺南市學甲區衛生所
臺南市柳營區衛生所
臺南市後壁區衛生所
臺南市東山區衛生所
臺南市下營區衛生所
台南市六甲區衛生所
臺南市官田區衛生所
臺南市大內區衛生所
臺南市西港區衛生所
臺南市七股區衛生所
臺南市將軍區衛生所
臺南市北門區衛生所
台南市新市區衛生所
臺南市安定區衛生所
臺南市山上區衛生所
臺南市玉井區衛生所
臺南市楠西區衛生所
臺南市南化區衛生所
臺南市左鎮區衛生所
臺南市仁德區衛生所
台南市歸仁區衛生所
台南市關廟區衛生所
臺南市龍崎區衛生所
臺南市永康區衛生所
高雄市旗山區衛生所
高雄市美濃區衛生所
高雄市林園區衛生所
高雄市大寮區衛生所
高雄市大樹區衛生所
高雄市仁武區衛生所
高雄市鳥松區衛生所
高雄市橋頭區衛生所
高雄市燕巢區衛生所
高雄市田寮區衛生所
高雄市阿蓮區衛生所
高雄市路竹區衛生所
高雄市湖內區衛生所
高雄市茄萣區衛生所
高雄市永安區衛生所
高雄市彌陀區衛生所
高雄市梓官區衛生所
高雄市六龜區衛生所
高雄市甲仙區衛生所
高雄市杉林區衛生所
高雄市內門區衛生所
高雄市茂林區衛生所
高雄市桃源區衛生所
高雄市那瑪夏區衛生所
屏東縣屏東市衛生所
屏東縣潮州鎮衛生所
屏東縣東港鎮衛生所
屏東縣恆春鎮衛生所
屏東縣萬丹鄉衛生所
屏東縣長治鄉衛生所
屏東縣麟洛鄉衛生所
屏東縣九如鄉衛生所
屏東縣里港鄉衛生所
屏東縣鹽埔鄉衛生所
屏東縣高樹鄉衛生所
屏東縣萬巒鄉衛生所
屏東縣內埔鄉衛生所
屏東縣竹田鄉衛生所
屏東縣新埤鄉衛生所
屏東縣枋寮鄉衛生所
屏東縣新園鄉衛生所
屏東縣崁頂鄉衛生所
屏東縣林邊鄉衛生所
屏東縣南州鄉衛生所
屏東縣佳冬鄉衛生所
屏東縣琉球鄉衛生所
屏東縣車城鄉衛生所
屏東縣滿州鄉衛生所
屏東縣枋山鄉衛生所
屏東縣三地門鄉衛生所
屏東縣霧台鄉衛生所
屏東縣瑪家鄉衛生所
屏東縣泰武鄉衛生所
屏東縣來義鄉衛生所
屏東縣春日鄉衛生所
屏東縣獅子鄉衛生所
屏東縣牡丹鄉衛生所
澎湖縣馬公市第一衛生所
澎湖縣馬公市第二衛生所
澎湖縣馬公市第三衛生所
澎湖縣湖西鄉衛生所
澎湖縣白沙鄉衛生所
澎湖縣白沙鄉鳥嶼衛生所
澎湖縣白沙鄉吉貝衛生所
澎湖縣西嶼鄉衛生所
澎湖縣望安鄉衛生所
澎湖縣望安鄉將軍衛生所
澎湖縣七美鄉衛生所
花蓮縣花蓮市衛生所
花蓮縣鳳林鎮衛生所
花蓮縣玉里鎮衛生所
花蓮縣新城鄉衛生所
花蓮縣吉安鄉衛生所
花蓮縣壽豐鄉衛生所
花蓮縣光復鄉衛生所
花蓮縣豐濱鄉衛生所
花蓮縣瑞穗鄉衛生所
花蓮縣富里鄉衛生所
花蓮縣秀林鄉衛生所
花蓮縣萬榮鄉衛生所
花蓮縣卓溪鄉衛生所
台東縣台東巿衛生所
台東縣成功鎮衛生所
臺東縣關山鎮衛生所
台東縣卑南鄉衛生所
臺東縣大武鄉衛生所
台東縣太麻里鄉衛生所
臺東縣東河鄉衛生所
臺東縣長濱鄉衛生所
臺東縣鹿野鄉衛生所
臺東縣池上鄉衛生所
台東縣綠島鄉衛生所
臺東縣延平鄉衛生所
臺東縣海端鄉衛生所
臺東縣達仁鄉衛生所
台東縣金峰鄉衛生所
台東縣蘭嶼鄉衛生所
金門縣金城鎮衛生所
金門縣金沙鎮衛生所
金門縣金湖鎮衛生所
金門縣金寧鄉衛生所
金門縣烈嶼鄉衛生所
連江縣北竿鄉衛生所
連江縣莒光鄉西莒衛生所
連江縣莒光鄉東莒衛生所
連江縣東引鄉衛生所
國立台灣大學保健中心
國立中山大學附設醫務室
清華大學附設診所(委託台北榮民總醫院新竹分院經營)
國防部醫務組診所
國防部醫務組牙醫診所
國軍台北門診中心附設民眾診療服務處
國軍高雄門診中心附設民眾診療服務處
國防部軍備局生產製造中心第二０五廠醫務所
成功嶺診所
國防部軍備局生產製造中心第二０五廠溪埔廠區醫務室
國軍退除役官兵輔導委員會高雄榮譽國民之家醫務室
國軍退除役官兵輔導委員會臺南榮譽國民之家附設診所
板橋榮譽國民之家醫務室
國軍退除役官兵輔導委員會中彰榮譽國民之家醫務室
國軍退除役官兵輔導委員會彰化榮譽國民之家醫務室
國軍退除役官兵輔導委員會雲林榮譽國民之家附設醫務室
國軍退除役官兵輔導委員會白河榮譽國民之家附設診所
國軍退除役官兵輔導委員會佳里榮譽國民之家附設診所
國軍退除役官兵輔導委員會岡山榮譽國民之家醫務室
屏東榮譽國民之家附設醫務室
國軍退除役官兵輔導委員會花蓮榮譽國民之家醫務所
國軍退除役官兵輔導委員會馬蘭榮譽國民之家醫務室
交通部民用航空局航空醫務中心
臺北市政府醫務室
臺北市議會醫務室
台灣中油股份有限公司煉製事業部國光聯合診所
經濟部產業園區管理局高屏分局衛生保健所
中國鋼鐵股份有限公司員工診所
內政部役政署附設成功嶺醫務室
國防部軍備局生產製造中心第二０五廠大樹北營區醫務所
臺灣中油股份有限公司煉製事業部大林煉油廠員工診所
新竹榮民之家醫務室
退除役官兵輔導委員會臺北榮譽國民之家醫務室
台灣電力公司第一核能發電廠員工診所
台灣電力股份有限公司第二核能發電廠員工診所
桃園榮民之家醫務室
八德榮譽國民之家醫務室
台灣中油探採診所
台南科學工業園區聯合診所
台灣中油公司石化事業部醫務室
朴子市農會附設診所
輔仁大學學校財團法人輔仁大學醫務室
財團法人銘傳大學附設醫務室
和碩聯合科技股份有限公司附設醫務室
聯合報系員工診療所
台灣中油股份有限公司員工診所
財團法人生命連線基金會附設醫務室
日月光半導體製造股份有限公司附設員工醫務室
台灣國際造船股份有限公司員工診所
台灣國際造船股份有限公司基隆廠診療所
微星科技股份有限公司附設醫務室
台灣通用器材股份有限公司醫務室
日月光半導體製造股份有限公司中壢分公司醫務室
中華汽車工業股份有限公司醫務室
華通電腦股份有限公司附設員工診所
聯新國際醫院桃園國際機場醫療中心
台灣中油股份有限公司煉製事業部桃園煉油廠員工診所
佳世達科技股份有限公司附設醫務室
技嘉科技股份有限公司附設員工診所
裕隆汽車製造股份有限公司員工診所
大城鄉農會附設診所
雲林縣虎尾鎮農會附設診所
雲林縣虎尾鎮農會附設中醫診所
台塑關係企業麥寮廠區醫務室
臺南市下營區農會附設診所
佳冬鄉農會附設診所
榮恩耳鼻喉科小兒科聯合診所
蔡恭禮內兒科診所
